sha256,format,detected_format,decryption,bytes,classification,classification_reason,read_status,sheet_count,visible_sheet_count,apparent_cells,sample_nonempty,sample_numeric,sample_formulas,sheet_names,sample_text,seconds,error,canonical_url,local_path
c2626a2709775e2c321efe94c2338e5185af4190a236a881d11ea05a7e5c1fb0,XLSX,XLSX,,146725,regulatory_reporting_template,Located under reporting requirements,readable,6,6,284717,269,64,0,A. General | B. New Complaints Received | C. Complaints Resolution | D. Complaints FSO Findings | E. Complaints Redress | F. Managing General Agents,"01 - Life Assurance: Unit-Linked Protection | NOTE: As per the Guidance Notes, references to columns include brackets (e.g. ref (10) relates to 'Number of Accounts') and references to rows exclude brackets  | 02 - Life Assurance: Non-linked protection | 03 - Critical Illness (standalone insurance) | 04 - Income protection (standalone) | 05 - PRSAs (including AVC PRSAs) | 06 - Personal Pensions | 07 - ARF / AMRF | 08 - Buy-out bonds | 09 - Annuities | 10 - Other Pensions | Insurance Bi-Annual CONDUCT OF BUSINESS Return || 6.0 New Complaints Received in the Period by Product and Problem Code | Problem Code | 01 - Miss-selling | 02 - Advertising | 03 - Pricing | 04 - Voiding/decline of policy/terms and conditions | 05 - Documentation Issues | 06 - Customer Service | 07 - Early redemption/ surrender/encashment issues | 08 - Payment direct debit issues | 09 - Fees and commissions | 10 - Claim declined || 7.0 Speed of resolution of complaints | New complaints closed within 40 business days by Product Code | A). Product Code | B). No. of new complaints (by Product) resolved within 40 BD (450) | C). (B) as a % of the total no. of resolved new complaints for this Product (451) | 01 - Life Assurance: Unit-Linked Protection | 02 - Life Assurance: Non-linked protection | 03 - Critical Illness (standalone insurance) | 04 - Income protection (standalone) | 05 - PRSAs (including AVC PRSAs) | 06 - Personal Pensions | 07 - ARF / AMRF || 8.0 - FSO Findings issued | 01 - Life Assurance: Unit-Linked Protection | 01 - Miss-selling | 02 - Life Assurance: Non-linked protection | 02 - Advertising | Grand Total (number) | Grand Total (value) | 03 - Critical Illness (standalone insurance) | 03 - Pricing | 04 - Income protection (standalone) | 04 - Voiding/decline of policy/terms and conditions | 05 - PRSAs (including AVC PRSAs) || 9.0 Complaints Redress | NB: | EUR value and number of accounts affected are required in these coloured cells - e.g. redress paid on Product Code 01 and Problem Code 01 combination will be ca | Problem Code | 01 - Miss-selling | 02 - Advertising | 03 - Pricing | 04 - Voiding/decline of policy/terms and conditions | 05 - Documentation Issues | 06 - Customer Service | Product Code | Value (470) || Managing General Agents | Does your Firm currently utilise any Managing General Agent's? | How many Managing General Agents does the firm currently utilise? | What are the names, including trading names, of the Managing General Agent's the firm currently utilises? | What monetary level of business have the individual Managing General Agents written in the last 6 months? | -",0.031,,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/insurance-reinsurance/solvency-ii/reporting-requirements/insurance-cobr-template.xlsx?sfvrsn=ce5f6b1a_2,files\www.centralbank.ie\_long\74d63a19c0ea422c654e4fc3\insurance-cobr-template__q-7e3efbc25c__u-74d63a19c0ea.xlsx
24918890124e50cba031fc8220cef0c7371599585307d2fd515c6f40966961a7,XLSX,XLSX,,40816,regulatory_reporting_template,Located under reporting requirements,readable,4,2,1284,146,2,39,Cover Sheet | IM Reporting | Rules | Currency,"Document Version History | Version | Author | Comments | Published Date | Sudeep Sanyal | Final Version. Update following: Rules tab: IM01 and IM07 reworded. Also added Cover Sheet. | INSA | ""Rules"" tab - Change to wording on of IM05 tab to add reference to additional cells [R0061,R0161,R0271,R0371,R0401]. - Corrected a small number of spelling erro || Central Bank High Level Reporting - Internal Model SCR | Status | Return Status | Date of calculation of SCR (DD/MM/YY) | Last full rerun of internal model (DD/MM/YY) | Reporting Currency | Solvency II Internal Model SCR | SCR (Millions) | Comments | Status | C0010 | C0020 || Rule number | Cell Description | IM01 | All the cells could be blank or have zero (0) value. This rule is not applicable to Total SCR [Column 10] value, the date variables and currecny. For Total SCR, | IM02 | Different companies may fill different sections. | IM03 | If a value is entered in any of the [Column 10] cells ""SCR (millions)"" then that value must be a number. None of the cell values are mandatory except the Total  | IM04 | [Column 20] Comments cell - maximum 1000 characters will be allowed | IM05 | Aggregation / Diversification ([Column 10],[Rows 0061, 0161, 0271, 0371, 0401 and 0460]) values will always be negative numbers (or blank). || Allowable Currencies | EUR | AUD | BGN | BRL | CAD | CHF | CNY | CZK | DKK | GBP | HKD",0.016,,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/insurance-reinsurance/solvency-ii/reporting-requirements/internal-model-structured-template-v1-3.xlsx?sfvrsn=22a76b1a_4,files\www.centralbank.ie\_long\7dd79f33fe8f08a62f4a08aa\internal-model-structured-template-v1-3__q-bb793c3e99__u-7dd.xlsx
0b000e2d8817e325c19ecb9a7bdc7d86afee3d370b8a03f8df196dd2532db1bb,XLSX,XLSX,,4087489,regulatory_reporting_template,Filename identifies a template/return/schedule,readable,1,1,835373,375,48,0,Data_repository_SFCR_template_i,submitted_date | ReportingDate | InstitutionName | InstitutionNumber | LEICode | InstitutionType | year_end | templates | row_full_name | col_full_name | row_name | col_name,0.016,,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/insurance-reinsurance/solvency-ii/solvency-and-financial-condition-report-repository/data-repository-sfcr-template-information.xlsx?sfvrsn=a77ab71d_4,files\www.centralbank.ie\_long\099c8c680c5dc4a448d4db0e\data-repository-sfcr-template-information__q-4c5232ed71__u-0.xlsx
19c8c2ed496af16e5198d57359e1adb5a2890a3e92b7e9021bc7aa1a7b6bc099,XLSX,XLSX,,68253,application_or_form,Located in forms or filename identifies a form,readable,1,1,225,32,10,0,Form 3B,Form 3B - Annual information to be provided by Intermediaries pursuant to Regulation 3B(1) | Section 1 - Details of Intermediary availing of the Temporary Run Off Regime (the Regime) | Please provide contact details in respect of this information: | Intermediary Name: | Legal Name: | Intermediary Address: | Contact Name: | Position: | Email Address: | Telephone Number: | Section 2 - Details of Portfolios to be included in the Regime | Number of consumers,0.0,,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/insurance-reinsurance/temporary-run-off-regime/insurance-intermediaries---temporary-run-off-regime-reporting-form.xlsx?sfvrsn=367b891d_2,files\www.centralbank.ie\_long\7fe78b83cf2c3a23c96a729a\insurance-intermediaries---temporary-run-off-regime-reportin.xlsx
30b0a6963fc817259c9810a772fba3a295a7289c0b92b718776173c5be62411a,XLSX,XLSX,,28656,application_or_form,Located in forms or filename identifies a form,readable,4,4,1668,112,0,8,Cover | Form 13B - Non-Life | Form 13B - Life | Form 13B - Solvency Margin,". | GENERAL INFORMATION | . | . | C-Code: | . | Firm name: | Sector | . | . | Submission date (dd/mm/yyyy format) | . || Non-Life Insurance Business | Line of Business for: non-life insurance | Total | Medical expense insurance | Income protection insurance | Workers compensation insurance | Motor vehicle liability insurance | Other motor insurance | Marine, aviation and transport insurance | Fire and other damage to property insurance | General liability insurance | Credit and suretyship insurance || Life Insurance Business | Line of Business for: life insurance obligations | Total | Health insurance | Insurance with profit participation | Index-linked and unit-linked insurance | Other life insurance | Annuities stemming from non-life insurance contracts and relating to health insurance obligations | Annuities stemming from non-life insurance contracts and relating to insurance obligations other than health insurance obligations | C0210 | C0220 | C0230 || Solvency Margin | Total | C0010 | Solvency | Required solvency/capital (Note 3) | R1200 | Assets | Available assets (Note 4) | R1500 | Margin | Solvency Margin (Note 5) | R1600",0.015,,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/insurance-reinsurance/temporary-run-off-regime/insurers---temporary-run-off-regime-reporting-form.xlsx?sfvrsn=287b891d_5,files\www.centralbank.ie\_long\bb1e6d57521d2c8865acbcb0\insurers---temporary-run-off-regime-reporting-form__q-20716d.xlsx
b68dafe2798f23e8ed1a80fc5c928267753e6dbb62cd90f7d83a1a718e63993d,XLSX,XLSX,,173796,regulatory_taxonomy_or_validation,"URL identifies taxonomy, validation or business-rule metadata",readable,12,12,19961,2083,0,0,aumd | cbiad | cbiaor | cbicr | eia | finrep_p | icaap | pia | pimd | mmr | rplr | Deactivated validations,Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute || Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute || Owner | Framework code | Framework version code | Source Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Precondition | Simplified Precondition || Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute || Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute || Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute || Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute || Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute || Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute || Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute || Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute || Rule Number | Framework | cbi_v0926_m | CBICR | cbi_v0930_m | CBICR | cbi_e0836_e | CBICR | cbi_e0838_e | CBICR | cbi_e0552_e | EIA,0.032,,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/investment-firms/cbi-2-4-business-rules.xlsx?sfvrsn=d19b6c1a_3,files\www.centralbank.ie\_long\7fd2f95c4643b72bbea0b7d0\cbi-2-4-business-rules__q-5f2402c937__u-7fd2f95c4643.xlsx
8540753ac29872095f96324a542df60c895c7b52f9225850076b0c5e0777e20d,XLSX,XLSX,,15240,regulatory_taxonomy_or_validation,"URL identifies taxonomy, validation or business-rule metadata",readable,1,1,240,187,0,0,icaap,Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute,0.015,,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/investment-firms/central-bank-of-ireland-cbi-2-3-1-icaap-validation-rules.xlsx?sfvrsn=2e56a1a_4,files\www.centralbank.ie\_long\8154f069da7ef94b24f13846\central-bank-of-ireland-cbi-2-3-1-icaap-validation-rules__q-.xlsx
7dc439d4bffa6669a1cb7552247d8ea2ce6fd094b1890fb75fcc1e1274adc7d9,XLSX,XLSX,,13160,regulatory_taxonomy_or_validation,"URL identifies taxonomy, validation or business-rule metadata",readable,1,1,48,41,0,0,mmr,Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute,0.0,,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/investment-firms/central-bank-of-ireland-cbi-2-3-1-mmr-validation-rules.xlsx?sfvrsn=d9e66a1a_4,files\www.centralbank.ie\_long\7e7ecf7ac71967e6345fb2eb\central-bank-of-ireland-cbi-2-3-1-mmr-validation-rules__q-bd.xlsx
5e049dfd96dfab2fb5d0d236574b35f0f91f4f369a612d4a7fafad5ac9af7d6c,XLSX,XLSX,,6217,regulatory_taxonomy_or_validation,"URL identifies taxonomy, validation or business-rule metadata",readable,1,1,1,1,0,0,ICAAP,Owner,0.0,,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/investment-firms/central-bank-of-ireland-taxonomy-2-2-1-business-rules.xlsx?sfvrsn=e3399d1d_1,files\www.centralbank.ie\_long\ec16d10a646e2535228003ea\central-bank-of-ireland-taxonomy-2-2-1-business-rules__q-0be.xlsx
680d1fa553c96ebcc0e812e1a94e2c48f2816adba5edfab8dd2e2fef951eb1a7,XLSX,XLSX,,20596,regulatory_taxonomy_or_validation,"URL identifies taxonomy, validation or business-rule metadata",readable,1,1,1134,279,0,0,finrep_p,Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute,0.0,,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/investment-firms/central-bank-of-ireland-taxonomy-2-2-2-business-rules.xlsx?sfvrsn=e8e7631a_1,files\www.centralbank.ie\_long\8e37c39d374014c64eade5cd\central-bank-of-ireland-taxonomy-2-2-2-business-rules__q-190.xlsx
3ecca6810711b8b97138cc0d90fd9fd58c3566968386b49d570607ffa4d045e4,XLSX,XLSX,,13453,regulatory_taxonomy_or_validation,"URL identifies taxonomy, validation or business-rule metadata",readable,1,1,64,51,0,0,CBIAD,Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute,0.0,,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/investment-firms/central-bank-of-ireland-taxonomy-2-3-ad-business-rules.xlsx?sfvrsn=45d1611a_2,files\www.centralbank.ie\_long\47e851ddac6a9c1e9dada26e\central-bank-of-ireland-taxonomy-2-3-ad-business-rules__q-ee.xlsx
14b3d9471e27dffa97b86d42a58d5e171f3fed893120a51ea5badd967acfcc5f,XLSX,XLSX,,44421,regulatory_taxonomy_or_validation,"URL identifies taxonomy, validation or business-rule metadata",readable,1,1,5980,303,0,0,cbicr,Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute,0.016,,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/investment-firms/central-bank-of-ireland-taxonomy-2-3-cr-business-rules.xlsx?sfvrsn=fcd2611a_2,files\www.centralbank.ie\_long\9ef067577de1ba5843d7e8b9\central-bank-of-ireland-taxonomy-2-3-cr-business-rules__q-7a.xlsx
8a86491ac3a5f7cb548a3796c32dc9b110133528e012c296f31abe4fb4f4862c,XLSX,XLSX,,30205,regulatory_taxonomy_or_validation,"URL identifies taxonomy, validation or business-rule metadata",readable,4,4,1515,538,0,0,aumd | finrep_p | mmr | pimd,Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute || Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute || Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute || Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute,0.015,,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/investment-firms/central-bank-of-ireland-taxonomy-2.1.1-business-rules5b73b4d4-abf6-4ae8-a479-8be14cc1fa0a.xlsx?sfvrsn=ed869e1d_1,files\www.centralbank.ie\_long\e85d3a14390ca426091c77f0\central-bank-of-ireland-taxonomy-2.1.1-business-rules5b73b4d.xlsx
4b3d18cc983336ecb968fb6ee2f1645a0a193762db09330a9de6dc86b5464339,XLSX,XLSX,,14048,regulatory_taxonomy_or_validation,"URL identifies taxonomy, validation or business-rule metadata",readable,1,1,56,50,0,0,Deactivated validations,Rule Number | Framework | cbi_v0926_m | CBICR | cbi_v0930_m | CBICR | cbi_e0836_e | CBICR | cbi_e0838_e | CBICR | cbi_e0552_e | EIA,0.0,,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/investment-firms/deactivated-validation-rules-2-4.xlsx?sfvrsn=10a46c1a_2,files\www.centralbank.ie\_long\b4624697922b6c73148f79d7\deactivated-validation-rules-2-4__q-e71957f231__u-b462469792.xlsx
15349feef954885a518c9854896849728938a443db65875869f8a41140df94be,XLSX,XLSX,,155188,regulatory_taxonomy_or_validation,"URL identifies taxonomy, validation or business-rule metadata",readable,11,11,17647,1828,0,0,aumd | cbiad | cbicr | eia | finrep_p | icaap | pia | pimd | mmr | rplr | Deactivated validations,Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute || Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute || Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute || Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute || Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute || Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute || Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute || Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute || Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute || Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute || Rule Number | Framework | cbi_v0926_m | CBICR | cbi_v0930_m | CBICR | cbi_e0836_e | CBICR | cbi_e0838_e | CBICR | cbi_v0956_m | CBICR,0.047,,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/investment-firms/deactivated-validation-rules.xlsx?sfvrsn=88e76a1a_4,files\www.centralbank.ie\_long\8971f3e263bf871d14252021\deactivated-validation-rules__q-f126b24dae__u-8971f3e263bf.xlsx
7f2a70d5ccc48196333efe1bc3972e088ad7194874bb35d3cffdc149b5ed3267,XLSX,XLSX,,24431,regulatory_reporting_template,Located under reporting requirements,readable,1,1,280,83,0,0,Sheet1,Return Name | Guidance Note / Comments | Frequency | IIA Non-Retail Busines Firms | FINREPs | FINREP+ Annual Audited Accounts | FINREP Reporting based on Annual Audited Accounts | Annually; within 6 months of firm year end | Y | FINREP+ Annual Management Accounts | Annual FINREP Reporting requirement | Annually; within 20 working days of firm year end,0.016,,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/investment-firms/iia-non-retail-firms/reporting-requirements/reporting-requirements-iia-non-retail-investment-business-firms.xlsx?sfvrsn=ed3d931d_7,files\www.centralbank.ie\_long\4ebff1cbd58258d21ab6e6cd\reporting-requirements-iia-non-retail-investment-business-fi.xlsx
e9d323586145cbf30083ecd7f5dcc96b257cc25f9facc55676b66b2c473ddfa5,XLSX,XLSX,,29937,regulatory_reporting_template,Located under reporting requirements,readable,2,2,1394485,45,5,10,Cover | Errors and Omissions Data,"Central Bank of Ireland | Return Name: | MiFIR TR Errors and Omissions Notification | Return Status | Template Version: | 2.1 | Guidance Notes: | Validations: Dates: should be of the form yyyy-mm-dd LEI Code: ISO17442 LEI code or ""N/A"" C Code: Central bank identification code ""C"" followed by integer | Sheet Name | Status | Validation Errors | Error and Omissions Data || Transaction reporting plays an important role in maintaining the integrity of securities markets, particularly the detection and investigation of market abuse.  | Commission Delegated Regulation 2017/590 Article 15(2) (‘CDR 590’) provides that trading venues or investment firms1 shall promptly notify the relevant competen | Please provide the following information: | Executing Entity Details | Legal Name | LEI Code | C Code | Contact Name2 | Contact email address2 | Contact telephone number2 | Submitting Entity Details (if different to Executing Entity) | Legal Name",0.016,,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/investment-firms/mifid-firms/reporting-requirements/errors-and-omissions-notification.xlsx?sfvrsn=cf778e1d_3,files\www.centralbank.ie\_long\bb4fb9616ac7fc826320d4ab\errors-and-omissions-notification__q-059174d97e__u-bb4fb9616.xlsx
474f650917fc94cf87a956d006abeea96fa5384303d2f86aca577ad2c4798653,XLSX,XLSX,,33270,regulatory_reporting_template,Located under reporting requirements,readable,1,1,976,177,0,0,Sheet1,"Return Name | Guidance Note / Comments | Frequency | Class 1 (Transitional Requirements) | Class 1 Minus | Class 2 | Class 3 | FINREPs | FINREP Solo Class 1 Minus | FINREP Reporting under IFRS for Class 1 Minus firms | Quarterly by close of business on 12 May, 11 August, 11 November and 11 February. If the remittance day falls on a public holiday, or a Saturday or a Sunday, da | N",0.0,,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/investment-firms/mifid-firms/reporting-requirements/reporting-requirements-for-mifid-investment-firms.xlsx?sfvrsn=ed9a8d1d_12,files\www.centralbank.ie\_long\a1859a950e5f2138bb6a1841\reporting-requirements-for-mifid-investment-firms__q-dac868f.xlsx
074b0802319f8cbef98ef3993c63fce37f7debe5b111c013f252f98f8ce1976a,XLSX,XLSX,,47077,regulatory_reporting_template,Located under reporting requirements,readable,1,1,5058,285,0,0,eia,Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute,0.015,,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/payment-institutions/reporting-requirements/central-bank-of-ireland-taxonomy-2-2-2-business-rules-eia-and-eis.xlsx?sfvrsn=19d99d1d_2,files\www.centralbank.ie\_long\a0b196a8d60343dea5d45501\central-bank-of-ireland-taxonomy-2-2-2-business-rules-eia-an.xlsx
634045430366e3b8d7da673672b8458540e95466894e4e6d4390a8578e8c7550,XLSX,XLSX,,43327,regulatory_reporting_template,Located under reporting requirements,readable,1,1,4572,292,0,0,pia,Owner | Framework code | Framework version code | Rule code | Scope | Where | Join | Expression | Simplified Expression | Include in XBRL | Deactivated | Always execute,0.0,,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/payment-institutions/reporting-requirements/central-bank-of-ireland-taxonomy-2-2-2-business-rules-pia-and-pis.xlsx?sfvrsn=ad99d1d_2,files\www.centralbank.ie\_long\66e518a40ec15b637fac5e06\central-bank-of-ireland-taxonomy-2-2-2-business-rules-pia-an.xlsx
4ff3c5eec2850ec6b54cdfafddb572effb3cf91c3ef5770ea81eb62002d4431e,XLSX,XLSX,,39517,regulatory_reporting_template,Located under reporting requirements,readable,1,1,3752,281,144,0,eia,Rule ID | Rule code | To be updated | To be deleted | Scope | Where | Join | Expression | Include in XBRL | Deactivated | Always execute | Error message,0.016,,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/payment-institutions/reporting-requirements/central-bank-of-ireland-taxonomy-2.1.1-business-rules-e-money.xlsx?sfvrsn=35f49e1d_1,files\www.centralbank.ie\_long\795e7ec876fc069b03bc7aeb\central-bank-of-ireland-taxonomy-2.1.1-business-rules-e-mone.xlsx
c4b1cddd4afdf880ae6bf740bf379037ee36d4c8de18fb2d40251267dd7c2023,XLSX,XLSX,,36429,regulatory_reporting_template,Located under reporting requirements,readable,1,1,3430,278,144,0,pia,Rule ID | Rule code | To be updated | To be deleted | Scope | Where | Join | Expression | Include in XBRL | Deactivated | Always execute | Error message,0.0,,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/payment-institutions/reporting-requirements/central-bank-of-ireland-taxonomy-2.1.1-business-rules.xlsx?sfvrsn=c2ea9e1d_1,files\www.centralbank.ie\_long\57c743b70316032363c26640\central-bank-of-ireland-taxonomy-2.1.1-business-rules__q-d69.xlsx
8b9f981123ee1eeb7f8aaf745975672f45d107444afc59246ddd5b0416ffcc3c,XLSX,XLSX,,410964,regulatory_reporting_template,Filename identifies a template/return/schedule,readable,17,7,102879,1370,112,119,Submission Data | Overview | Submission Details | Issuer Details | IDLookups | Securities Details | Omission Details | Passporting Details | Approval | ApprovalLookups | SDLookups | SecDLookups | OmissionLookups | OLD_SecuritiesDetails |  Passporting Details Old | Approval old | ApprovalLookups old,"Debt Submission | Submission Type | Submission Sub Type | contactcapacity | Prospectus | Column Names | Debt | Mapping status/FieldName/Comments | Section | PD | Prospectus | Submission Type || Debt Submission Template | Items | Name | Content | 1 to 7 | Submission Details | Type of Submission | Details related to the document submitted for review | Document Type: | SupplementType: | Core Job Information | Disclosure Regime || Please DO NOT 'Copy and Paste' data into any cells, to do so may result in the Debt Submission Template failing to upload correctly and result in a request for  | ESMA REQUIREMENTS: | VALIDATION RULES: | Type of Submission: Please tick one of the following | Please tick one of the following: | TICK BOX | Request Type: | Mandatory; Radio buttons | New Debt Submission | If selected, 'Job Number to which this submission relates' field in 'Core Jobs Information' section is NOT editable/visible. | Redraft Submission | If selected, 'Job Number to which this submission relates' field in 'Core Jobs Information' section becomes editable/visible. || Please DO NOT 'Copy and Paste' data into any cells, to do so may result in the Debt Submission Template failing to upload correctly and result in a request for  | Details related to the Issuer, Co-Issuer (if any), Multi-Issuer (if any), Offeror (if any), Guarantor(s) (if any) or any other entities related to the document: | Entity Name | Entity Type | LEI Code | Legal/Corporate Structure | Jurisdiction of Incorporation | Resident Country | Date of Incorporation | PD Home Member State || Entity Type | Countries | Legal/Corporate structure | Jurisdictions | Resident Countries | PD HMS | Issuer | Ireland | PLC | Abu Dhabi | Afghanistan | Austria || Please DO NOT 'Copy and Paste' data into any cells, to do so may result in the Debt Submission Template failing to upload correctly and result in a request for  | Details related to the Securities: | ESMA REQUIREMENTS: | VALIDATION RULES: | (Prospectus level) | Product Type: | Debt | Defaults to debt on Debt Template. Prodcut Type on SMX should cover debt, funds and equity. | Programme Name: | Free text, Optional, editable/visible only for Base Prospectuses and RD / URD ; e.g. '€10,000,000,000 Euro Medium Term Note Programme' | Series: | integer value or numerical character or combination of both; e.g. “1” or ""A"" or ""A1"" as opposed to ""Series 1” / ""Series A"" e.g. ""A1"" / ""Series A1""; ALSO dashes  || Please DO NOT 'Copy and Paste' data into any cells, to do so may result in the Debt Submission Template failing to upload correctly and result in a request for  | Details related to the Omission of Information: | Annex Item(s) Omitted: | Please enter annex item(s) to be omitted | Annex Item(s) Omitted: | Dropdown: | Dropdown; Multiple options | Annex 1 | Annex 11 | Annex 21 | Annex 2 | Annex 12 || Please DO NOT 'Copy and Paste' data into any cells, to do so may result in the Debt Submission Template failing to upload correctly and result in a request for  | Details related to the Passporting of the document: | Host Countries for which passporting is required (please tick relevant boxes): | Receiving Member State | Public Offer | Admission to Trading | Translation required | Country Code | Passport to: | Austria | AT | Belgium || Please DO NOT 'Copy and Paste' data into any cells, to do so may result in the Debt Submission Template failing to upload correctly and result in a request for  | This tab mandatory/editable only when 'Submission for Approval' selected in item 1 in Submission Details tab. | Details related to the Structure of the document: | VALIDATION RULES: | Prospectus Type: | To be populated from Submission Details tab item 2 | To be populated as STDA when 'Details related to the document submitted for review:' in Submission Details tab item 2 is selected as 'Prospectus - Series/Drawdo | Structure Type: | Radio buttons; This field editable/available if Securities Notes / Standalone Prospectus / Series Prospectus / BP / RD",0.078,,https://www.centralbank.ie/docs/default-source/regulation/industry-market-sectors/securities-markets/eugb-regulation/debt-submission-template.xlsx?sfvrsn=d05a641a_4,files\www.centralbank.ie\_long\f2c9c57a8fbf5628b3c29c48\debt-submission-template__q-6368b70e21__u-f2c9c57a8fbf.xlsx
